property_type,sector,price,bedRoom,bathroom,balcony,agePossession,built_up_area,servant room,store room,furnishing_type,luxury_score,price_per_sqft,bath_bed_ratio,price_log
flat,sector 72,1.9,3.0,3.0,3,Relatively New,1975.0,0.0,0.0,unfurnished,Low,0.0009620253164556962,1.0,1.0647107369924282
flat,sector 69,1.6,3.0,3.0,2,Relatively New,1419.0,0.0,0.0,unfurnished,Low,0.001127554615926709,1.0,0.9555114450274363
flat,sector 65,2.35,3.0,3.0,3,Relatively New,2142.0,1.0,0.0,semiunfurnished,High,0.0010971055088702148,1.0,1.208960345836975
flat,sector 65,1.73,3.0,3.0,3,Relatively New,1255.0,1.0,0.0,furnished,High,0.0013784860557768924,1.0,1.0043016091968684
flat,sohna road,0.4,2.0,2.0,3,Under Construction,656.0,0.0,0.0,unfurnished,Low,0.0006097560975609756,1.0,0.3364722366212129
flat,gwal pahari,0.95,3.0,3.0,3,Old Property,2077.0,0.0,0.0,unfurnished,Low,0.00045739046701974,1.0,0.6678293725756554
flat,sector 81,2.35,3.0,4.0,3+,Relatively New,2724.0,1.0,0.0,unfurnished,High,0.0008627019089574156,1.3333333333333333,1.208960345836975
flat,sector 84,0.94,3.0,2.0,3+,New Property,1214.0,0.0,0.0,semiunfurnished,Medium,0.0007742998352553541,0.6666666666666666,0.6626879730752367
flat,sector 69,1.6,3.0,3.0,2,Relatively New,1419.0,0.0,0.0,unfurnished,High,0.001127554615926709,1.0,0.9555114450274363
flat,sector 56,0.55,1.0,2.0,1,Old Property,792.0,0.0,0.0,unfurnished,Medium,0.0006944444444444445,2.0,0.43825493093115525
flat,sector 43,2.0,3.0,3.0,2,Moderately Old,1266.0,0.0,0.0,unfurnished,Medium,0.001579778830963665,1.0,1.0986122886681096
flat,sohna road,1.5,2.0,2.0,3,New Property,1590.0,0.0,0.0,unfurnished,Low,0.0009433962264150943,1.0,0.916290731874155
flat,sector 66,3.5,3.0,3.0,2,Relatively New,2200.0,0.0,0.0,unfurnished,Medium,0.001590909090909091,1.0,1.504077396776274
flat,sector 92,0.85,4.0,4.0,3,Moderately Old,1598.0,0.0,0.0,unfurnished,Low,0.0005319148936170213,1.0,0.6151856390902334
flat,sector 85,2.09,4.0,4.0,3,Relatively New,2600.0,1.0,0.0,unfurnished,Low,0.0008038461538461538,1.0,1.128171090909654
flat,sector 69,1.9,4.0,4.0,2,Relatively New,1878.0,0.0,1.0,unfurnished,High,0.0010117145899893503,1.0,1.0647107369924282
house,sector 81,4.35,4.0,4.0,3,Relatively New,5480.0,1.0,1.0,unfurnished,Medium,0.0007937956204379561,1.0,1.677096560907915
flat,sector 61,2.0,3.0,3.0,3,Moderately Old,1529.0,0.0,0.0,semiunfurnished,Medium,0.0013080444735120995,1.0,1.0986122886681096
flat,sector 110,2.25,4.0,4.0,3+,Relatively New,2350.0,1.0,0.0,unfurnished,High,0.0009574468085106382,1.0,1.178654996341646
flat,sector 81,2.25,3.0,3.0,3+,New Property,1918.0,1.0,0.0,furnished,High,0.0011730969760166841,1.0,1.178654996341646
flat,sector 102,1.49,3.0,3.0,3,Relatively New,1406.0,0.0,0.0,semiunfurnished,High,0.0010597439544807966,1.0,0.9122827104766162
flat,sector 77,0.8,2.0,2.0,2,Relatively New,1253.0,0.0,0.0,semiunfurnished,Low,0.0006384676775738229,1.0,0.5877866649021191
flat,sector 113,3.45,4.0,4.0,3,Under Construction,2339.0,1.0,0.0,semiunfurnished,High,0.0014749893116716545,1.0,1.4929040961781488
flat,sector 90,1.88,4.0,4.0,3+,Relatively New,2726.0,1.0,0.0,unfurnished,High,0.000689655172413793,1.0,1.0577902941478545
flat,sector 82,1.12,3.0,3.0,2,Relatively New,1714.0,0.0,0.0,semiunfurnished,Low,0.0006534422403733956,1.0,0.7514160886839211
flat,sector 70a,1.1,2.0,2.0,2,Relatively New,1304.0,0.0,0.0,unfurnished,Low,0.0008435582822085891,1.0,0.7419373447293773
flat,sector 90,0.65,2.0,2.0,3,Relatively New,1214.0,0.0,0.0,unfurnished,High,0.0005354200988467875,1.0,0.5007752879124893
flat,sector 85,1.09,2.0,2.0,3,Relatively New,1475.0,0.0,0.0,unfurnished,Low,0.0007389830508474577,1.0,0.7371640659767197
flat,sector 83,1.55,3.0,3.0,3,Relatively New,1400.0,1.0,0.0,semiunfurnished,High,0.001107142857142857,1.0,0.9360933591703348
flat,sector 92,0.71,3.0,3.0,2,Relatively New,1864.0,0.0,0.0,unfurnished,Low,0.00038090128755364805,1.0,0.5364933705145685
flat,sector 107,1.65,4.0,5.0,3+,Relatively New,2490.0,1.0,0.0,unfurnished,Low,0.0006626506024096385,1.25,0.9745596399981308
flat,sector 92,0.66,3.0,2.0,2,Relatively New,1721.0,0.0,0.0,furnished,Low,0.0003834979662986636,0.6666666666666666,0.5068176023684519
flat,sector 76,0.75,2.0,2.0,3,Relatively New,1192.0,0.0,0.0,semiunfurnished,Low,0.0006291946308724832,1.0,0.5596157879354227
flat,sector 47,1.65,3.0,3.0,3,Old Property,2061.0,0.0,0.0,semiunfurnished,High,0.0008005822416302765,1.0,0.9745596399981308
flat,sector 37d,1.95,4.0,3.0,3,Under Construction,1650.0,0.0,0.0,unfurnished,Medium,0.0011818181818181819,0.75,1.0818051703517284
flat,sector 12,0.6,2.0,2.0,1,New Property,935.0,0.0,0.0,furnished,Low,0.0006417112299465241,1.0,0.4700036292457355
flat,sohna road,0.24,2.0,2.0,1,Relatively New,513.0,0.0,0.0,unfurnished,Low,0.0004678362573099415,1.0,0.2151113796169455
flat,sector 90,0.86,3.0,4.0,3,Relatively New,1525.0,1.0,0.0,semiunfurnished,Medium,0.0005639344262295082,1.3333333333333333,0.6205764877251099
flat,sector 86,1.55,3.0,3.0,1,Relatively New,1900.0,0.0,0.0,semiunfurnished,High,0.0008157894736842106,1.0,0.9360933591703348
flat,sector 92,1.68,3.0,4.0,3+,Relatively New,1940.0,1.0,0.0,semiunfurnished,High,0.0008659793814432989,1.3333333333333333,0.9858167945227652
flat,sector 79,1.2,3.0,3.0,3,Relatively New,1426.0,0.0,0.0,semiunfurnished,High,0.0008415147265077138,1.0,0.7884573603642702
flat,sector 37,0.6,2.0,2.0,3,Under Construction,1173.0,0.0,0.0,unfurnished,Medium,0.0005115089514066496,1.0,0.4700036292457355
flat,sector 113,2.45,3.0,3.0,3+,Relatively New,1890.0,0.0,0.0,unfurnished,High,0.0012962962962962965,1.0,1.2383742310432684
flat,sohna road,0.35,2.0,2.0,2,Relatively New,556.0,0.0,0.0,unfurnished,Low,0.0006294964028776978,1.0,0.30010459245033805
flat,sector 65,3.67,3.0,3.0,2,Under Construction,2040.0,1.0,0.0,unfurnished,Low,0.0017990196078431372,1.0,1.541159071680806
flat,sector 90,0.38,2.0,2.0,1,Under Construction,896.0,0.0,0.0,unfurnished,Low,0.00042410714285714285,1.0,0.3220834991691133
flat,sector 92,0.49,2.0,2.0,2,Relatively New,1296.0,0.0,0.0,unfurnished,High,0.0003780864197530864,1.0,0.3987761199573677
flat,sector 85,1.98,3.0,4.0,3,Relatively New,2300.0,0.0,0.0,unfurnished,Low,0.0008608695652173913,1.3333333333333333,1.091923300517313
flat,sector 92,0.85,3.0,3.0,0,Relatively New,1414.0,0.0,0.0,unfurnished,Medium,0.0006011315417256011,1.0,0.6151856390902334
flat,sector 109,1.75,3.0,4.0,3+,Relatively New,1797.0,1.0,0.0,unfurnished,High,0.0009738452977184196,1.3333333333333333,1.0116009116784799
flat,sector 85,1.2,3.0,4.0,2,Relatively New,1650.0,1.0,0.0,unfurnished,Low,0.0007272727272727272,1.3333333333333333,0.7884573603642702
flat,sector 106,1.13,3.0,4.0,3+,Relatively New,1186.0,1.0,0.0,unfurnished,Low,0.0009527824620573355,1.3333333333333333,0.7561219797213337
flat,sector 92,0.61,3.0,2.0,2,Under Construction,1134.0,0.0,0.0,unfurnished,Low,0.0005379188712522046,0.6666666666666666,0.47623417899637155
flat,sector 90,1.26,3.0,3.0,2,Relatively New,1650.0,0.0,0.0,unfurnished,Low,0.0007636363636363637,1.0,0.8153648132841945
flat,sector 12,1.15,3.0,4.0,2,Old Property,2000.0,1.0,0.0,semiunfurnished,Low,0.000575,1.3333333333333333,0.7654678421395714
flat,sector 76,4.0,4.0,4.0,2,Under Construction,4543.0,1.0,0.0,semiunfurnished,High,0.0008804754567466431,1.0,1.6094379124341003
flat,sector 103,1.57,3.0,3.0,3,Relatively New,1845.0,0.0,0.0,unfurnished,Low,0.0008509485094850949,1.0,0.9439058989071284
flat,sector 69,1.31,3.0,3.0,2,Relatively New,1383.0,0.0,0.0,semiunfurnished,High,0.0009472161966738974,1.0,0.8372475245337022
flat,sector 69,1.75,4.0,4.0,1,Relatively New,1772.0,0.0,0.0,unfurnished,Medium,0.0009875846501128669,1.0,1.0116009116784799
flat,sector 108,0.87,2.0,3.0,3,Relatively New,978.23,1.0,0.0,semiunfurnished,High,0.0008893613976263251,1.5,0.6259384308664953
house,sector 11,1.2,7.0,3.0,0,Old Property,300.0,0.0,0.0,unfurnished,Low,0.004,0.42857142857142855,0.7884573603642702
flat,sector 82,0.99,3.0,4.0,2,New Property,1610.0,1.0,0.0,unfurnished,High,0.0006149068322981367,1.3333333333333333,0.688134638736401
flat,sector 43,2.5,4.0,4.0,3+,Moderately Old,3180.0,1.0,0.0,unfurnished,Low,0.0007861635220125787,1.0,1.252762968495368
flat,sector 78,0.8,3.0,2.0,2,Moderately Old,1472.0,0.0,0.0,unfurnished,High,0.0005434782608695652,0.6666666666666666,0.5877866649021191
flat,sector 104,2.62,4.0,4.0,3+,Relatively New,2834.0,1.0,0.0,unfurnished,High,0.0009244883556810162,1.0,1.2864740258376797
flat,sector 113,1.75,2.0,2.0,2,Relatively New,1421.0,0.0,0.0,unfurnished,High,0.0012315270935960591,1.0,1.0116009116784799
flat,sector 90,0.66,2.0,2.0,3,Relatively New,1208.0,0.0,0.0,unfurnished,High,0.0005463576158940398,1.0,0.5068176023684519
flat,sector 36,2.2,2.0,2.0,2,New Property,1330.0,0.0,0.0,unfurnished,Low,0.0016541353383458647,1.0,1.1631508098056809
flat,sector 107,0.94,2.0,2.0,3+,Moderately Old,1229.0,0.0,0.0,unfurnished,High,0.0007648494711147274,1.0,0.6626879730752367
flat,sector 9,1.5,4.0,3.0,3+,Moderately Old,2402.0,0.0,0.0,unfurnished,Low,0.0006244796003330558,0.75,0.916290731874155
house,sector 48,7.65,4.0,4.0,3,Moderately Old,4000.0,1.0,0.0,unfurnished,Low,0.0019125000000000001,1.0,2.157559320943788
flat,sector 61,2.41,3.0,3.0,3,New Property,1630.0,0.0,0.0,unfurnished,Medium,0.0014785276073619633,1.0,1.2267122912954254
flat,sohna road,0.2,1.0,1.0,1,New Property,474.042156,0.0,0.0,unfurnished,Medium,0.0004219034055696937,1.0,0.18232155679395465
flat,sector 37d,1.98,3.0,3.0,3+,New Property,1971.0,0.0,0.0,semiunfurnished,Low,0.001004566210045662,1.0,1.091923300517313
flat,sector 67,3.32,4.0,5.0,3+,Moderately Old,2370.0,1.0,0.0,semiunfurnished,High,0.00140084388185654,1.25,1.463255402256019
flat,sector 82,0.8,2.0,2.0,3,Relatively New,1616.0,0.0,0.0,unfurnished,Low,0.0004950495049504951,1.0,0.5877866649021191
flat,sector 61,2.3,3.0,3.0,2,Under Construction,1466.0,0.0,0.0,unfurnished,Medium,0.001568894952251023,1.0,1.1939224684724343
flat,sector 89,1.33,3.0,3.0,3,Under Construction,1423.0,0.0,0.0,unfurnished,High,0.0009346451159522137,1.0,0.8458682675776092
flat,sector 85,2.7,4.0,4.0,3+,New Property,3132.0,0.0,0.0,unfurnished,Low,0.0008620689655172415,1.0,1.3083328196501787
flat,sector 37d,1.0,3.0,5.0,3,Under Construction,1822.0,1.0,0.0,unfurnished,Low,0.0005488474204171241,1.6666666666666667,0.6931471805599453
flat,sector 88a,1.4,3.0,3.0,3+,Relatively New,1664.0,0.0,0.0,semiunfurnished,Low,0.0008413461538461538,1.0,0.8754687373538999
flat,sector 50,2.6,3.0,4.0,2,Relatively New,2700.0,1.0,0.0,semiunfurnished,High,0.000962962962962963,1.3333333333333333,1.2809338454620642
flat,sector 61,2.41,3.0,3.0,3,New Property,1630.0,0.0,0.0,unfurnished,Medium,0.0014785276073619633,1.0,1.2267122912954254
flat,sector 62,8.35,4.0,6.0,3,Relatively New,3849.0,1.0,0.0,unfurnished,High,0.0021693946479605093,1.5,2.2353763433005955
flat,sector 102,2.65,4.0,5.0,3+,Moderately Old,2297.0,1.0,0.0,unfurnished,High,0.001153678711362647,1.25,1.2947271675944
flat,sector 65,3.5,4.0,4.0,3,Relatively New,1975.0,1.0,0.0,semiunfurnished,High,0.0017721518987341772,1.0,1.504077396776274
flat,sector 74,1.78,2.0,2.0,3+,Relatively New,1849.0,0.0,0.0,unfurnished,Medium,0.0009626825310978908,1.0,1.0224509277025455
flat,sector 79,1.2,3.0,3.0,3,Relatively New,1340.0,0.0,0.0,semiunfurnished,Low,0.0008955223880597015,1.0,0.7884573603642702
flat,sector 90,0.5,2.0,2.0,2,Under Construction,929.0,0.0,0.0,unfurnished,Low,0.0005382131324004305,1.0,0.4054651081081644
flat,sector 92,1.55,3.0,3.0,3,Relatively New,1936.0,1.0,0.0,semiunfurnished,Medium,0.0008006198347107438,1.0,0.9360933591703348
flat,sector 39,1.75,3.0,4.0,3,Old Property,2596.0,1.0,0.0,furnished,Low,0.0006741140215716487,1.3333333333333333,1.0116009116784799
flat,sohna road,0.27,2.0,2.0,1,Relatively New,594.0,0.0,0.0,semiunfurnished,Medium,0.0004545454545454546,1.0,0.2390169004704999
flat,sector 37d,1.45,3.0,3.0,3,Relatively New,1711.0,0.0,0.0,unfurnished,High,0.000847457627118644,1.0,0.8960880245566356
flat,sector 90,0.75,2.0,2.0,3,Relatively New,1688.0,0.0,0.0,unfurnished,Medium,0.0004443127962085308,1.0,0.5596157879354227
flat,sector 82,1.45,4.0,3.0,0,Relatively New,1800.0,0.0,0.0,unfurnished,Medium,0.0008055555555555556,0.75,0.8960880245566356
flat,sohna road,0.53,2.0,2.0,2,Relatively New,1097.0,0.0,0.0,unfurnished,High,0.0004831358249772106,1.0,0.4252677354043441
flat,sector 99,1.9,4.0,4.0,3+,New Property,2835.0,0.0,0.0,unfurnished,Medium,0.0006701940035273368,1.0,1.0647107369924282
flat,sector 82,1.12,3.0,4.0,2,Relatively New,1500.0,1.0,0.0,semiunfurnished,High,0.0007466666666666667,1.3333333333333333,0.7514160886839211
flat,sector 70a,2.3,3.0,3.0,3,Relatively New,1934.0,0.0,1.0,semiunfurnished,High,0.0011892450879007238,1.0,1.1939224684724343
flat,sector 92,1.12,4.0,4.0,2,Relatively New,2713.0,1.0,0.0,unfurnished,Medium,0.0004128271286398821,1.0,0.7514160886839211
house,sector 92,1.8,4.0,5.0,0,Relatively New,2360.0,0.0,0.0,unfurnished,Low,0.0007627118644067797,1.25,1.0296194171811581
flat,sector 90,1.17,3.0,3.0,3,Relatively New,1630.0,0.0,0.0,semiunfurnished,High,0.0007177914110429448,1.0,0.7747271675523681
flat,sector 86,0.45,2.0,2.0,1,Under Construction,744.0,0.0,0.0,unfurnished,Low,0.0006048387096774194,1.0,0.37156355643248307
flat,sector 63a,2.0,3.0,3.0,2,Under Construction,1540.0,0.0,0.0,unfurnished,Low,0.0012987012987012987,1.0,1.0986122886681096
flat,sector 95,0.26,1.0,1.0,1,New Property,493.0,0.0,0.0,unfurnished,Low,0.0005273833671399595,1.0,0.2311117209633866
flat,sector 102,0.95,2.0,2.0,2,Relatively New,915.0,0.0,0.0,unfurnished,Low,0.0010382513661202186,1.0,0.6678293725756554
flat,sector 102,1.98,3.0,3.0,3+,Relatively New,2596.0,1.0,0.0,semiunfurnished,Medium,0.0007627118644067797,1.0,1.091923300517313
flat,sector 69,1.68,4.0,4.0,2,Relatively New,1808.0,0.0,0.0,unfurnished,High,0.0009292035398230089,1.0,0.9858167945227652
flat,sector 37d,0.65,2.0,2.0,3,New Property,679.0,0.0,0.0,unfurnished,Low,0.0009572901325478646,1.0,0.5007752879124893
flat,sector 22,2.55,3.0,3.0,3,Relatively New,1860.0,0.0,0.0,furnished,Low,0.0013709677419354838,1.0,1.2669476034873244
house,sector 25,13.5,9.0,9.0,0,Relatively New,7000.0,0.0,0.0,unfurnished,Low,0.0019285714285714286,1.0,2.6741486494265287
flat,sector 69,1.7,4.0,4.0,2,Relatively New,1808.0,0.0,0.0,unfurnished,High,0.0009402654867256637,1.0,0.9932517730102833
flat,sohna road,0.27,2.0,2.0,1,Relatively New,594.0,0.0,0.0,semiunfurnished,Low,0.0004545454545454546,1.0,0.2390169004704999
flat,sector 92,0.7,2.0,2.0,3,Under Construction,1210.0,0.0,0.0,unfurnished,Low,0.0005785123966942148,1.0,0.5306282510621704
flat,sector 82a,2.55,4.0,4.0,3+,Relatively New,2273.0,0.0,0.0,furnished,Low,0.0011218653761548613,1.0,1.2669476034873244
house,sector 4,0.7,3.0,3.0,0,Moderately Old,117.0,0.0,0.0,unfurnished,Low,0.0059829059829059825,1.0,0.5306282510621704
house,sector 4,4.75,5.0,5.0,1,Old Property,5067.0,1.0,0.0,semiunfurnished,Low,0.000937438326425893,1.0,1.749199854809259
flat,sector 37d,1.0,3.0,3.0,3,Under Construction,1250.0,0.0,0.0,unfurnished,Low,0.0008,1.0,0.6931471805599453
flat,sohna road,0.3,2.0,2.0,0,Relatively New,567.0,0.0,0.0,unfurnished,Low,0.000529100529100529,1.0,0.262364264467491
flat,sector 103,1.32,3.0,3.0,3+,Relatively New,1300.0,0.0,0.0,unfurnished,Low,0.0010153846153846155,1.0,0.8415671856782185
flat,sector 92,0.9,4.0,5.0,3+,Relatively New,1795.0,1.0,0.0,unfurnished,Low,0.0005013927576601672,1.25,0.6418538861723948
flat,sector 81,1.15,3.0,2.0,3+,Relatively New,1579.0,0.0,0.0,semiunfurnished,High,0.0007283090563647877,0.6666666666666666,0.7654678421395714
flat,sector 67,3.32,3.0,4.0,3,New Property,2170.0,1.0,0.0,semiunfurnished,High,0.0015299539170506912,1.3333333333333333,1.463255402256019
flat,sector 79,1.25,3.0,3.0,3,Relatively New,1058.0,0.0,0.0,semiunfurnished,High,0.0011814744801512287,1.0,0.8109302162163288
flat,sector 65,7.0,3.0,3.0,2,Moderately Old,4998.0,0.0,1.0,unfurnished,Medium,0.0014005602240896359,1.0,2.0794415416798357
flat,sector 99,0.82,2.0,2.0,3,New Property,1365.0,0.0,0.0,unfurnished,Medium,0.0006007326007326007,1.0,0.5988365010887039
flat,sector 99,0.92,2.0,2.0,3+,Under Construction,1228.0,0.0,0.0,unfurnished,Medium,0.000749185667752443,1.0,0.6523251860396901
flat,sector 37d,1.8,4.0,3.0,3,Relatively New,2193.0,1.0,0.0,unfurnished,Low,0.0008207934336525308,0.75,1.0296194171811581
flat,sector 86,0.8,2.0,2.0,0,Relatively New,1360.0,0.0,0.0,unfurnished,Low,0.0005882352941176471,1.0,0.5877866649021191
house,sector 9,0.6,3.0,3.0,1,Relatively New,558.0,0.0,0.0,unfurnished,Low,0.001075268817204301,1.0,0.4700036292457355
flat,sector 89,1.1,2.0,2.0,2,New Property,1432.0,0.0,1.0,unfurnished,Medium,0.0007681564245810056,1.0,0.7419373447293773
flat,sector 102,1.6,2.0,2.0,3,Moderately Old,1368.0,0.0,0.0,unfurnished,Low,0.0011695906432748538,1.0,0.9555114450274363
flat,sector 86,1.3,2.0,3.0,3,Relatively New,1103.0,0.0,0.0,semiunfurnished,Low,0.0011786038077969175,1.5,0.832909122935104
flat,sector 2,1.59,3.0,4.0,3+,Moderately Old,1727.0,1.0,0.0,unfurnished,High,0.0009206716850028952,1.3333333333333333,0.9516578757114464
flat,sector 33,1.08,2.0,2.0,3,Under Construction,99.0,0.0,0.0,unfurnished,Medium,0.01090909090909091,1.0,0.7323678937132266
flat,sector 88a,1.15,2.0,2.0,1,New Property,141.0,0.0,0.0,unfurnished,Medium,0.008156028368794326,1.0,0.7654678421395714
flat,sector 61,1.47,2.0,2.0,2,Under Construction,1493.0,0.0,0.0,unfurnished,Low,0.0009845947756195578,1.0,0.9042181506398858
flat,sector 81,2.2,3.0,4.0,3+,Relatively New,2689.0,1.0,0.0,semiunfurnished,High,0.0008181480104127929,1.3333333333333333,1.1631508098056809
flat,sector 33,1.31,2.0,2.0,2,Under Construction,99.0,0.0,0.0,unfurnished,Medium,0.013232323232323233,1.0,0.8372475245337022
flat,sector 103,0.89,2.0,3.0,3,Relatively New,1354.0,1.0,0.0,semiunfurnished,Medium,0.0006573116691285082,1.5,0.636576829071551
house,sector 108,1.34,1.0,1.0,0,Relatively New,2680.0,0.0,0.0,unfurnished,Low,0.0005,1.0,0.8501509293696101
house,sector 7,0.53,2.0,2.0,0,Old Property,900.0,0.0,0.0,unfurnished,Low,0.0005888888888888889,1.0,0.4252677354043441
flat,sector 102,1.82,3.0,4.0,3+,Relatively New,1747.0,1.0,0.0,unfurnished,High,0.001041785918717802,1.3333333333333333,1.0367368849500223
flat,sector 68,0.8,2.0,2.0,3+,New Property,1180.0,0.0,0.0,semiunfurnished,Low,0.0006779661016949153,1.0,0.5877866649021191
flat,sector 56,1.39,3.0,2.0,3,Old Property,1750.0,1.0,0.0,semiunfurnished,Medium,0.0007942857142857143,0.6666666666666666,0.8712933659434192
flat,sector 50,1.88,3.0,3.0,3+,Moderately Old,1790.0,0.0,0.0,semiunfurnished,High,0.0010502793296089385,1.0,1.0577902941478545
flat,sector 65,2.79,3.0,3.0,3,New Property,1969.0,0.0,0.0,unfurnished,Low,0.0014169629253428136,1.0,1.332366019094335
flat,sector 61,2.5,3.0,3.0,1,Under Construction,1549.0,0.0,0.0,unfurnished,Medium,0.0016139444803098773,1.0,1.252762968495368
flat,sector 31,1.25,2.0,2.0,2,Old Property,1402.0,0.0,0.0,unfurnished,Low,0.000891583452211127,1.0,0.8109302162163288
flat,sector 107,0.37,2.0,2.0,1,Relatively New,493.0,0.0,0.0,unfurnished,Medium,0.0007505070993914807,1.0,0.3148107398400335
flat,sector 33,0.4,2.0,2.0,2,Under Construction,623.0,0.0,0.0,unfurnished,Low,0.0006420545746388443,1.0,0.3364722366212129
flat,manesar,0.9,3.0,3.0,3,Old Property,1900.0,1.0,0.0,furnished,Low,0.0004736842105263158,1.0,0.6418538861723948
flat,sector 28,2.35,3.0,3.0,2,Old Property,1598.0,1.0,0.0,unfurnished,High,0.0014705882352941176,1.0,1.208960345836975
flat,sector 43,1.5,3.0,3.0,3+,Old Property,1385.0,0.0,1.0,semiunfurnished,High,0.0010830324909747292,1.0,0.916290731874155
flat,sector 85,1.73,4.0,5.0,3+,Relatively New,2017.0,1.0,0.0,unfurnished,Low,0.000857709469509172,1.25,1.0043016091968684
flat,sector 72,5.0,4.0,4.0,3+,New Property,4000.0,1.0,1.0,semiunfurnished,High,0.00125,1.0,1.791759469228055
flat,sector 69,1.7,4.0,4.0,2,Relatively New,1949.0,1.0,1.0,unfurnished,High,0.0008722421754746024,1.0,0.9932517730102833
flat,sector 61,2.57,3.0,3.0,2,Under Construction,2116.0,0.0,0.0,unfurnished,Low,0.001214555765595463,1.0,1.2725655957915476
flat,sector 85,2.2,4.0,6.0,3,Relatively New,3920.0,1.0,0.0,unfurnished,High,0.0005612244897959184,1.5,1.1631508098056809
flat,sector 86,1.55,4.0,4.0,3+,Moderately Old,2196.0,1.0,0.0,semiunfurnished,High,0.0007058287795992715,1.0,0.9360933591703348
flat,sector 95,0.6,2.0,2.0,3,New Property,1250.0,0.0,0.0,unfurnished,Low,0.00047999999999999996,1.0,0.4700036292457355
flat,sector 70a,2.55,3.0,3.0,3,New Property,2000.0,1.0,0.0,semiunfurnished,High,0.0012749999999999999,1.0,1.2669476034873244
flat,manesar,1.25,3.0,3.0,3+,Moderately Old,3440.0,1.0,0.0,unfurnished,Low,0.0003633720930232558,1.0,0.8109302162163288
flat,sector 104,1.35,3.0,2.0,2,New Property,1171.0,0.0,0.0,unfurnished,Low,0.0011528608027327073,0.6666666666666666,0.8544153281560676
flat,sector 3,0.58,2.0,2.0,2,Old Property,900.0,0.0,0.0,unfurnished,Medium,0.0006444444444444444,1.0,0.45742484703887537
flat,sector 80,0.85,1.0,1.0,1,Relatively New,889.0,0.0,0.0,unfurnished,Medium,0.0009561304836895387,1.0,0.6151856390902334
flat,sector 22,3.5,3.0,4.0,3+,New Property,2337.0,1.0,0.0,semiunfurnished,Medium,0.0014976465554129225,1.3333333333333333,1.504077396776274
flat,sector 48,1.42,3.0,3.0,3,Moderately Old,1484.0,0.0,1.0,furnished,High,0.0009568733153638814,1.0,0.8837675401685949
flat,sector 72,3.5,4.0,5.0,3+,Relatively New,2625.0,1.0,0.0,unfurnished,Low,0.0013333333333333333,1.25,1.504077396776274
flat,sector 79,1.47,2.0,2.0,3,New Property,109.0,0.0,0.0,unfurnished,High,0.013486238532110091,1.0,0.9042181506398858
flat,sohna road,0.73,2.0,2.0,3,Relatively New,1042.0,0.0,0.0,unfurnished,Low,0.0007005758157389635,1.0,0.5481214085096875
flat,sector 69,0.75,2.0,2.0,2,Moderately Old,1100.0,0.0,0.0,unfurnished,Low,0.0006818181818181819,1.0,0.5596157879354227
flat,sector 109,2.3,3.0,4.0,3+,New Property,2325.0,1.0,0.0,unfurnished,Medium,0.0009892473118279569,1.3333333333333333,1.1939224684724343
flat,sohna road,0.35,2.0,2.0,2,Relatively New,556.0,0.0,0.0,unfurnished,Low,0.0006294964028776978,1.0,0.30010459245033805
house,sector 103,2.25,3.0,5.0,3+,Relatively New,3534.0,0.0,0.0,unfurnished,Low,0.0006366723259762309,1.6666666666666667,1.178654996341646
flat,sector 69,1.65,3.0,3.0,2,Relatively New,1578.0,0.0,0.0,semiunfurnished,Medium,0.0010456273764258555,1.0,0.9745596399981308
house,sector 7,0.75,3.0,5.0,3,Moderately Old,600.0,0.0,0.0,unfurnished,Low,0.00125,1.6666666666666667,0.5596157879354227
flat,sector 79,0.78,2.0,2.0,3+,New Property,1165.0,0.0,0.0,unfurnished,Medium,0.0006695278969957081,1.0,0.5766133643039938
flat,sector 50,1.05,2.0,2.0,2,Moderately Old,1283.0,0.0,0.0,unfurnished,Medium,0.0008183943881527669,1.0,0.7178397931503168
flat,sector 56,1.54,3.0,3.0,2,Old Property,1920.0,1.0,0.0,semiunfurnished,High,0.0008020833333333334,1.0,0.9321640810304452
flat,sector 50,2.35,3.0,3.0,3+,Moderately Old,1950.0,0.0,0.0,semiunfurnished,High,0.0012051282051282052,1.0,1.208960345836975
flat,sector 43,4.2,3.0,4.0,2,Under Construction,2125.0,0.0,0.0,unfurnished,Low,0.0019764705882352944,1.3333333333333333,1.6486586255873816
flat,sector 69,1.85,4.0,4.0,2,Relatively New,1808.0,0.0,0.0,semiunfurnished,High,0.0010232300884955752,1.0,1.0473189942805592
flat,sector 84,0.34,2.0,2.0,1,Relatively New,576.0,0.0,1.0,unfurnished,Medium,0.0005902777777777778,1.0,0.29266961396282
flat,sector 95,0.25,1.0,1.0,1,New Property,342.0,0.0,0.0,unfurnished,Low,0.0007309941520467836,1.0,0.22314355131420974
flat,sector 4,1.05,3.0,2.0,2,New Property,1752.0,0.0,0.0,semiunfurnished,Low,0.0005993150684931507,0.6666666666666666,0.7178397931503168
flat,sector 2,0.4,1.0,1.0,1,Moderately Old,450.0,0.0,0.0,semiunfurnished,Low,0.0008888888888888889,1.0,0.3364722366212129
flat,sector 37,1.5,3.0,4.0,3+,New Property,2121.0,1.0,0.0,unfurnished,Medium,0.0007072135785007072,1.3333333333333333,0.916290731874155
flat,sector 106,1.5,4.0,6.0,3+,Relatively New,1535.0,1.0,0.0,unfurnished,High,0.000977198697068404,1.5,0.916290731874155
