property_type,sector,price,bedRoom,bathroom,balcony,agePossession,built_up_area,servant room,store room,furnishing_type,luxury_score,price_per_sqft,bath_bed_ratio,price_log
flat,manesar,0.85,3.0,3.0,2,Moderately Old,2986.0,0.0,0.0,unfurnished,Low,0.0002846617548559946,1.0,0.6151856390902334
flat,sector 93,1.25,4.0,4.0,3,Relatively New,2105.0,0.0,0.0,unfurnished,Low,0.0005938242280285036,1.0,0.8109302162163288
flat,sector 7,0.54,2.0,2.0,1,Relatively New,1168.0,0.0,0.0,unfurnished,Medium,0.0004623287671232877,1.0,0.4317824164255378
flat,sector 71,0.79,2.0,2.0,2,Relatively New,1078.0,0.0,0.0,unfurnished,Low,0.0007328385899814471,1.0,0.5822156198526636
flat,sector 56,1.71,3.0,3.0,3+,Moderately Old,2251.0,1.0,0.0,semiunfurnished,High,0.0007596623722789871,1.0,0.9969486348916095
flat,sector 110,1.4,3.0,3.0,3,Relatively New,1550.0,0.0,0.0,semiunfurnished,High,0.0009032258064516129,1.0,0.8754687373538999
flat,sector 67,3.65,3.0,4.0,3+,Relatively New,2490.0,1.0,0.0,semiunfurnished,Medium,0.001465863453815261,1.3333333333333333,1.536867219599265
flat,sector 107,0.6,3.0,2.0,2,Relatively New,750.0,0.0,0.0,unfurnished,Medium,0.0007999999999999999,0.6666666666666666,0.4700036292457355
flat,sector 69,1.44,3.0,3.0,2,Relatively New,1489.0,0.0,0.0,unfurnished,High,0.0009670920080591001,1.0,0.8919980393051105
flat,sector 113,2.37,4.0,4.0,3+,Under Construction,2060.0,0.0,0.0,unfurnished,High,0.001150485436893204,1.0,1.2149127443642702
flat,sector 104,0.2,1.0,2.0,2,New Property,391.0,0.0,0.0,unfurnished,Medium,0.0005115089514066497,2.0,0.18232155679395465
flat,sector 33,1.5,2.0,2.0,3+,Under Construction,1798.0,0.0,0.0,unfurnished,Medium,0.0008342602892102336,1.0,0.916290731874155
flat,sector 113,1.83,2.0,2.0,0,New Property,1310.0,0.0,0.0,unfurnished,Medium,0.0013969465648854963,1.0,1.0402767116551463
house,sector 4,3.2,3.0,3.0,2,Old Property,2250.0,0.0,0.0,unfurnished,Low,0.0014222222222222223,1.0,1.4350845252893225
flat,sector 88a,0.5,3.0,2.0,2,Under Construction,775.0,0.0,0.0,unfurnished,Low,0.0006451612903225806,0.6666666666666666,0.4054651081081644
flat,sector 41,3.4,4.0,4.0,3,Old Property,2900.0,0.0,0.0,unfurnished,Low,0.0011724137931034483,1.0,1.4816045409242153
flat,sector 102,4.55,4.0,4.0,3+,Relatively New,4630.0,0.0,0.0,semiunfurnished,Medium,0.000982721382289417,1.0,1.713797927758343
flat,sector 49,1.72,3.0,3.0,2,Old Property,2856.0,0.0,0.0,semiunfurnished,High,0.0006022408963585434,1.0,1.000631880307906
flat,sector 61,2.2,3.0,3.0,2,Under Construction,2077.0,0.0,0.0,unfurnished,Low,0.001059220028887819,1.0,1.1631508098056809
flat,sector 82,0.63,2.0,2.0,3+,Relatively New,1020.0,0.0,0.0,unfurnished,High,0.0006176470588235294,1.0,0.48858001481867097
flat,sector 37,1.4,3.0,3.0,3+,Relatively New,1890.0,1.0,0.0,unfurnished,High,0.0007407407407407407,1.0,0.8754687373538999
flat,sector 70,1.13,3.0,3.0,2,Under Construction,1448.0,0.0,0.0,unfurnished,Low,0.0007803867403314916,1.0,0.7561219797213337
flat,sector 70,1.75,3.0,5.0,0,Relatively New,1950.0,0.0,0.0,unfurnished,Low,0.0008974358974358974,1.6666666666666667,1.0116009116784799
flat,sector 103,2.45,4.0,4.0,3,Relatively New,2586.0,1.0,1.0,unfurnished,Low,0.0009474091260634185,1.0,1.2383742310432684
house,sector 28,0.7,2.0,2.0,0,Old Property,864.0,0.0,0.0,unfurnished,Low,0.0008101851851851852,1.0,0.5306282510621704
flat,sector 89,1.3,3.0,3.0,2,New Property,1259.0,0.0,0.0,unfurnished,Low,0.0010325655281969819,1.0,0.832909122935104
house,sector 109,6.5,4.0,4.0,3+,New Property,5400.0,1.0,0.0,semiunfurnished,High,0.0012037037037037038,1.0,2.0149030205422647
flat,sector 37d,0.55,2.0,2.0,3,New Property,540.0,0.0,0.0,unfurnished,Medium,0.0010185185185185186,1.0,0.43825493093115525
flat,sohna road,0.9,3.0,2.0,2,Under Construction,1007.0,0.0,0.0,unfurnished,High,0.0008937437934458789,0.6666666666666666,0.6418538861723948
